年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
29,否,偶尔出差,590,Research & Development,4,3,Technical Degree,1,1762,4,女,91,2,1,Research Scientist,1,离异,2109,10007,1,Y,否,13,3,3,80,1,1,2,3,1,0,0,0
30,否,偶尔出差,305,Research & Development,16,3,Life Sciences,1,1763,3,男,58,4,2,Healthcare Representative,3,已婚,5294,9128,3,Y,否,16,3,3,80,1,10,3,3,7,0,1,7
32,否,不出差,953,Research & Development,5,4,Technical Degree,1,1764,2,男,65,3,1,Research Scientist,2,单身,2718,17674,2,Y,否,14,3,2,80,0,12,3,3,7,7,0,7
38,否,偶尔出差,833,Research & Development,18,3,Medical,1,1766,2,男,60,1,2,Healthcare Representative,4,已婚,5811,24539,3,Y,是,16,3,3,80,1,15,2,3,1,0,1,0
43,是,经常出差,807,Research & Development,17,3,Technical Degree,1,1767,3,男,38,2,1,Research Scientist,3,已婚,2437,15587,9,Y,是,16,3,4,80,1,6,4,3,1,0,0,0
42,否,偶尔出差,855,Research & Development,12,3,Medical,1,1768,2,男,57,3,1,Laboratory Technician,2,离异,2766,8952,8,Y,否,22,4,2,80,3,7,6,2,5,3,0,4
55,否,偶尔出差,478,Research & Development,2,3,Medical,1,1770,3,男,60,2,5,Research Director,1,已婚,19038,19805,8,Y,否,12,3,2,80,3,34,2,3,1,0,0,0
33,否,不出差,775,Research & Development,4,3,Technical Degree,1,1771,4,男,90,3,2,Research Scientist,2,离异,3055,6194,5,Y,否,15,3,4,80,2,11,2,2,9,8,1,7
41,否,偶尔出差,548,Research & Development,9,4,Life Sciences,1,1772,3,男,94,3,1,Laboratory Technician,1,离异,2289,20520,1,Y,否,20,4,2,80,2,5,2,3,5,3,0,4
34,否,不出差,1375,Sales,10,3,Life Sciences,1,1774,4,男,87,3,2,Sales Executive,3,离异,4001,12313,1,Y,是,14,3,3,80,1,15,3,3,15,14,0,7
53,否,不出差,661,Research & Development,1,4,Medical,1,1775,1,女,60,2,4,Manufacturing Director,3,已婚,12965,22308,4,Y,是,20,4,4,80,3,27,2,2,3,2,0,2
43,否,偶尔出差,244,Human Resources,2,3,Life Sciences,1,1778,2,男,97,3,1,Human Resources,4,单身,3539,5033,0,Y,否,13,3,2,80,0,10,5,3,9,7,1,8
34,否,偶尔出差,511,Sales,3,2,Life Sciences,1,1779,4,女,32,1,2,Sales Executive,4,单身,6029,25353,5,Y,否,12,3,1,80,0,6,3,3,2,2,2,2
21,是,偶尔出差,337,Sales,7,1,Marketing,1,1780,2,男,31,3,1,Sales Representative,2,单身,2679,4567,1,Y,否,13,3,2,80,0,1,3,3,1,0,1,0
38,否,偶尔出差,1153,Research & Development,6,2,Other,1,1782,4,女,40,2,1,Laboratory Technician,3,已婚,3702,16376,1,Y,否,11,3,2,80,1,5,3,3,5,4,0,4
22,是,偶尔出差,1294,Research & Development,8,1,Medical,1,1783,3,女,79,3,1,Laboratory Technician,1,已婚,2398,15999,1,Y,是,17,3,3,80,0,1,6,3,1,0,0,0
31,否,偶尔出差,196,Sales,29,4,Marketing,1,1784,1,女,91,2,2,Sales Executive,4,已婚,5468,13402,1,Y,否,14,3,1,80,2,13,3,3,12,7,5,7
51,否,偶尔出差,942,Research & Development,3,3,Technical Degree,1,1786,1,女,53,3,3,Manager,3,已婚,13116,22984,2,Y,否,11,3,4,80,0,15,2,3,2,2,2,2
37,否,偶尔出差,589,Sales,9,2,Marketing,1,1787,2,男,46,2,2,Sales Executive,2,已婚,4189,8800,1,Y,否,14,3,1,80,2,5,2,3,5,2,0,3
46,否,偶尔出差,734,Research & Development,2,4,Medical,1,1789,3,男,46,3,5,Research Director,4,离异,19328,14218,7,Y,是,17,3,3,80,1,24,3,3,2,1,2,2
36,否,偶尔出差,1383,Research & Development,10,3,Life Sciences,1,1790,4,男,90,3,3,Healthcare Representative,1,已婚,8321,25949,7,Y,是,13,3,4,80,1,15,1,3,12,8,5,7
44,是,经常出差,429,Research & Development,1,2,Medical,1,1792,3,男,99,3,1,Research Scientist,2,离异,2342,11092,1,Y,是,12,3,3,80,3,6,2,2,5,3,2,3
37,否,偶尔出差,1239,Human Resources,8,2,Other,1,1794,3,男,89,3,2,Human Resources,2,离异,4071,12832,2,Y,否,13,3,3,80,0,19,4,2,10,0,4,7
35,是,偶尔出差,303,Sales,27,3,Life Sciences,1,1797,3,男,84,3,2,Sales Executive,4,单身,5813,13492,1,Y,是,18,3,4,80,0,10,2,3,10,7,7,7
33,否,偶尔出差,867,Research & Development,8,4,Life Sciences,1,1798,4,男,90,4,1,Research Scientist,1,已婚,3143,6076,6,Y,否,19,3,2,80,1,14,1,3,10,8,7,6
28,否,偶尔出差,1181,Research & Development,1,3,Life Sciences,1,1799,3,男,82,3,1,Research Scientist,4,已婚,2044,5531,1,Y,否,11,3,3,80,1,5,6,4,5,3,0,3
39,否,偶尔出差,1253,Research & Development,10,1,Medical,1,1800,3,男,65,3,3,Research Director,3,单身,13464,7914,7,Y,否,21,4,3,80,0,9,3,3,4,3,2,2
46,否,不出差,849,Sales,26,2,Life Sciences,1,1801,2,男,98,2,2,Sales Executive,2,单身,7991,25166,8,Y,否,15,3,3,80,0,6,3,3,2,2,2,2
40,否,偶尔出差,616,Research & Development,2,2,Life Sciences,1,1802,3,女,99,3,1,Laboratory Technician,1,已婚,3377,25605,4,Y,否,17,3,4,80,1,7,5,2,4,3,0,2
42,否,偶尔出差,1128,Research & Development,13,3,Medical,1,1803,2,男,95,4,2,Healthcare Representative,1,已婚,5538,5696,5,Y,否,18,3,3,80,2,10,2,2,0,0,0,0
35,否,不出差,1180,Research & Development,2,2,Medical,1,1804,2,男,90,3,2,Manufacturing Director,4,离异,5762,24442,2,Y,否,14,3,3,80,1,15,6,3,7,7,1,7
38,否,不出差,1336,Human Resources,2,3,Human Resources,1,1805,1,男,100,3,1,Human Resources,2,离异,2592,7129,5,Y,否,13,3,4,80,3,13,3,3,11,10,3,8
34,是,经常出差,234,Research & Development,9,4,Life Sciences,1,1807,4,男,93,3,2,Laboratory Technician,1,已婚,5346,6208,4,Y,否,17,3,3,80,1,11,3,2,7,1,0,7
37,是,偶尔出差,370,Research & Development,10,4,Medical,1,1809,4,男,58,3,2,Manufacturing Director,1,单身,4213,4992,1,Y,否,15,3,2,80,0,10,4,1,10,3,0,8
39,否,经常出差,766,Sales,20,3,Life Sciences,1,1812,3,男,83,3,2,Sales Executive,4,离异,4127,19188,2,Y,否,18,3,4,80,1,7,6,3,2,1,2,2
43,否,不出差,343,Research & Development,9,3,Life Sciences,1,1813,1,男,52,3,1,Research Scientist,3,单身,2438,24978,4,Y,否,13,3,3,80,0,7,2,2,3,2,1,2
41,否,偶尔出差,447,Research & Development,5,3,Life Sciences,1,1814,2,男,85,4,2,Healthcare Representative,2,单身,6870,15530,3,Y,否,12,3,1,80,0,11,3,1,3,2,1,2
41,否,偶尔出差,796,Sales,4,1,Marketing,1,1815,3,女,81,3,3,Sales Executive,3,离异,10447,26458,0,Y,是,13,3,4,80,1,23,3,4,22,14,13,5
30,否,偶尔出差,1092,Research & Development,10,3,Medical,1,1816,1,女,64,3,3,Manufacturing Director,3,单身,9667,2739,9,Y,否,14,3,2,80,0,9,3,3,7,7,0,2
26,是,偶尔出差,920,Human Resources,20,2,Medical,1,1818,4,女,69,3,1,Human Resources,2,已婚,2148,6889,0,Y,是,11,3,3,80,0,6,3,3,5,1,1,4
46,是,偶尔出差,261,Research & Development,21,2,Medical,1,1821,4,女,66,3,2,Healthcare Representative,2,已婚,8926,10842,4,Y,否,22,4,4,80,1,13,2,4,9,7,3,7
40,否,偶尔出差,1194,Research & Development,1,3,Life Sciences,1,1822,3,女,52,3,2,Healthcare Representative,4,离异,6513,9060,4,Y,否,17,3,4,80,1,12,3,3,5,3,0,3
34,否,偶尔出差,810,Sales,8,2,Technical Degree,1,1823,2,男,92,4,2,Sales Executive,3,已婚,6799,22128,1,Y,否,21,4,3,80,2,10,5,3,10,8,4,8
58,否,不出差,350,Sales,2,3,Medical,1,1824,2,男,52,3,4,Manager,2,离异,16291,22577,4,Y,否,22,4,4,80,1,37,0,2,16,9,14,14
35,否,偶尔出差,185,Research & Development,23,4,Medical,1,1826,2,男,91,1,1,Laboratory Technician,3,已婚,2705,9696,0,Y,否,16,3,2,80,1,6,2,4,5,4,0,3
47,否,偶尔出差,1001,Research & Development,4,3,Life Sciences,1,1827,3,女,92,2,3,Manufacturing Director,2,离异,10333,19271,8,Y,是,12,3,3,80,1,28,4,3,22,11,14,10
40,否,偶尔出差,750,Research & Development,12,3,Life Sciences,1,1829,2,女,47,3,2,Healthcare Representative,1,离异,4448,10748,2,Y,否,12,3,2,80,1,15,3,3,7,4,7,7
54,否,偶尔出差,431,Research & Development,7,4,Medical,1,1830,4,女,68,3,2,Research Scientist,4,已婚,6854,15696,4,Y,否,15,3,2,80,1,14,2,2,7,1,1,7
31,否,经常出差,1125,Sales,7,4,Marketing,1,1833,1,女,68,3,3,Sales Executive,1,已婚,9637,8277,2,Y,否,14,3,4,80,2,9,3,3,3,2,2,2
28,否,偶尔出差,1217,Research & Development,1,3,Medical,1,1834,3,女,67,3,1,Research Scientist,1,已婚,3591,12719,1,Y,否,25,4,3,80,1,3,3,3,3,2,1,2
38,否,偶尔出差,723,Sales,2,4,Marketing,1,1835,2,女,77,1,2,Sales Representative,4,已婚,5405,4244,2,Y,是,20,4,1,80,2,20,4,2,4,2,0,3
26,否,偶尔出差,572,Sales,10,3,Medical,1,1836,3,男,46,3,2,Sales Executive,4,单身,4684,9125,1,Y,否,13,3,1,80,0,5,4,3,5,3,1,2
58,否,经常出差,1216,Research & Development,15,4,Life Sciences,1,1837,1,男,87,3,4,Research Director,3,已婚,15787,21624,2,Y,是,14,3,2,80,0,23,3,3,2,2,2,2
18,否,不出差,1431,Research & Development,14,3,Medical,1,1839,2,女,33,3,1,Research Scientist,3,单身,1514,8018,1,Y,否,16,3,3,80,0,0,4,1,0,0,0,0
31,是,偶尔出差,359,Human Resources,18,5,Human Resources,1,1842,4,男,89,4,1,Human Resources,1,已婚,2956,21495,0,Y,否,17,3,3,80,0,2,4,3,1,0,0,0
29,是,偶尔出差,350,Human Resources,13,3,Human Resources,1,1844,1,男,56,2,1,Human Resources,1,离异,2335,3157,4,Y,是,15,3,4,80,3,4,3,3,2,2,2,0
45,否,不出差,589,Sales,2,4,Life Sciences,1,1845,3,女,67,3,2,Sales Executive,3,已婚,5154,19665,4,Y,否,22,4,2,80,2,10,3,4,8,7,5,7
36,否,偶尔出差,430,Research & Development,2,4,Other,1,1847,4,女,73,3,2,Research Scientist,2,已婚,6962,19573,4,Y,是,22,4,4,80,1,15,2,3,1,0,0,0
43,否,经常出差,1422,Sales,2,4,Life Sciences,1,1849,1,男,92,3,2,Sales Executive,4,已婚,5675,19246,1,Y,否,20,4,3,80,1,7,5,3,7,7,7,7
27,否,经常出差,1297,Research & Development,5,2,Life Sciences,1,1850,4,女,53,3,1,Laboratory Technician,4,单身,2379,19826,0,Y,是,14,3,3,80,0,6,3,2,5,4,0,2
29,否,经常出差,574,Research & Development,20,1,Medical,1,1852,4,男,40,3,1,Laboratory Technician,4,已婚,3812,7003,1,Y,否,13,3,2,80,0,11,3,4,11,8,3,10
32,否,经常出差,1318,Sales,10,4,Marketing,1,1853,4,男,79,3,2,Sales Executive,4,单身,4648,26075,8,Y,否,13,3,3,80,0,4,2,4,0,0,0,0
42,否,不出差,355,Research & Development,10,4,Technical Degree,1,1854,3,男,38,3,1,Research Scientist,3,已婚,2936,6161,3,Y,否,22,4,2,80,2,10,1,2,6,3,3,3
47,否,偶尔出差,207,Research & Development,9,4,Life Sciences,1,1856,2,女,64,3,1,Laboratory Technician,3,单身,2105,5411,4,Y,否,12,3,3,80,0,7,2,3,2,2,2,0
46,否,偶尔出差,706,Research & Development,2,2,Life Sciences,1,1857,4,男,82,3,3,Manufacturing Director,4,离异,8578,19989,3,Y,否,14,3,3,80,1,12,4,2,9,8,4,7
28,否,不出差,280,Human Resources,1,2,Life Sciences,1,1858,3,男,43,3,1,Human Resources,4,离异,2706,10494,1,Y,否,15,3,2,80,1,3,2,3,3,2,2,2
29,否,偶尔出差,726,Research & Development,29,1,Life Sciences,1,1859,4,男,93,1,2,Healthcare Representative,3,离异,6384,21143,8,Y,否,17,3,4,80,2,11,3,3,7,0,1,6
42,否,偶尔出差,1142,Research & Development,8,3,Life Sciences,1,1860,4,男,81,3,1,Laboratory Technician,3,单身,3968,13624,4,Y,否,13,3,4,80,0,8,3,3,0,0,0,0
32,是,偶尔出差,414,Sales,2,4,Marketing,1,1862,3,男,82,2,2,Sales Executive,2,单身,9907,26186,7,Y,是,12,3,3,80,0,7,3,2,2,2,2,2
46,否,偶尔出差,1319,Sales,3,3,Technical Degree,1,1863,1,女,45,4,4,Sales Executive,1,离异,13225,7739,2,Y,否,12,3,4,80,1,25,5,3,19,17,2,8
27,否,偶尔出差,728,Sales,23,1,Medical,1,1864,2,女,36,2,2,Sales Representative,3,已婚,3540,7018,1,Y,否,21,4,4,80,1,9,5,3,9,8,5,8
29,否,偶尔出差,352,Human Resources,6,1,Medical,1,1865,4,男,87,2,1,Human Resources,2,已婚,2804,15434,1,Y,否,11,3,4,80,0,1,3,3,1,0,0,0
43,否,偶尔出差,823,Research & Development,6,3,Medical,1,1866,1,女,81,2,5,Manager,3,已婚,19392,22539,7,Y,否,13,3,4,80,0,21,2,3,16,12,6,14
48,否,偶尔出差,1224,Research & Development,10,3,Life Sciences,1,1867,4,男,91,2,5,Research Director,2,已婚,19665,13583,4,Y,否,12,3,4,80,0,29,3,3,22,10,12,9
29,是,经常出差,459,Research & Development,24,2,Life Sciences,1,1868,4,男,73,2,1,Research Scientist,4,单身,2439,14753,1,Y,是,24,4,2,80,0,1,3,2,1,0,1,0
46,是,偶尔出差,1254,Sales,10,3,Life Sciences,1,1869,3,女,64,3,3,Sales Executive,2,已婚,7314,14011,5,Y,否,21,4,3,80,3,14,2,3,8,7,0,7
27,否,经常出差,1131,Research & Development,15,3,Life Sciences,1,1870,4,女,77,2,1,Research Scientist,1,已婚,4774,23844,0,Y,否,19,3,4,80,1,8,2,2,7,6,7,3
39,否,偶尔出差,835,Research & Development,19,4,Other,1,1871,4,男,41,3,2,Research Scientist,4,离异,3902,5141,8,Y,否,14,3,2,80,3,7,2,3,2,2,2,2
55,否,偶尔出差,836,Research & Development,2,4,Technical Degree,1,1873,2,男,98,2,1,Research Scientist,4,已婚,2662,7975,8,Y,否,20,4,2,80,1,19,2,4,5,2,0,4
28,否,偶尔出差,1172,Sales,3,3,Medical,1,1875,2,女,78,3,1,Sales Representative,2,已婚,2856,3692,1,Y,否,19,3,4,80,1,1,3,3,1,0,0,0
30,是,偶尔出差,945,Sales,9,3,Medical,1,1876,2,男,89,3,1,Sales Representative,4,单身,1081,16019,1,Y,否,13,3,3,80,0,1,3,2,1,0,0,0
22,是,偶尔出差,391,Research & Development,7,1,Life Sciences,1,1878,4,男,75,3,1,Research Scientist,2,单身,2472,26092,1,Y,是,23,4,1,80,0,1,2,3,1,0,0,0
36,否,偶尔出差,1266,Sales,10,4,Technical Degree,1,1880,2,女,63,2,2,Sales Executive,3,已婚,5673,6060,1,Y,是,13,3,1,80,1,10,4,3,10,9,1,7
31,否,偶尔出差,311,Research & Development,20,3,Life Sciences,1,1881,2,男,89,3,2,Laboratory Technician,3,离异,4197,18624,1,Y,否,11,3,1,80,1,10,2,3,10,8,0,2
34,否,偶尔出差,1480,Sales,4,3,Life Sciences,1,1882,3,男,64,3,3,Sales Executive,4,已婚,9713,24444,2,Y,是,13,3,4,80,3,9,3,3,5,3,1,0
29,否,偶尔出差,592,Research & Development,7,3,Life Sciences,1,1883,4,男,59,3,1,Laboratory Technician,1,单身,2062,19384,3,Y,否,14,3,2,80,0,11,2,3,3,2,1,2
37,否,偶尔出差,783,Research & Development,7,4,Medical,1,1885,4,男,78,3,2,Research Scientist,1,已婚,4284,13588,5,Y,是,22,4,3,80,1,16,2,3,5,3,0,4
35,否,偶尔出差,219,Research & Development,16,2,Other,1,1886,4,女,44,2,2,Manufacturing Director,2,已婚,4788,25388,0,Y,是,11,3,4,80,0,4,2,3,3,2,0,2
45,否,偶尔出差,556,Research & Development,25,2,Life Sciences,1,1888,2,女,93,2,2,Manufacturing Director,4,已婚,5906,23888,0,Y,否,13,3,4,80,2,10,2,2,9,8,3,8
36,否,经常出差,1213,Human Resources,2,1,Human Resources,1,1890,2,男,94,2,2,Human Resources,4,单身,3886,4223,1,Y,否,21,4,4,80,0,10,2,2,10,1,0,8
40,否,偶尔出差,1137,Research & Development,1,4,Life Sciences,1,1892,1,男,98,3,4,Manager,1,离异,16823,18991,2,Y,否,11,3,1,80,1,22,3,3,19,7,11,16
26,否,偶尔出差,482,Research & Development,1,2,Life Sciences,1,1893,2,女,90,2,1,Research Scientist,3,已婚,2933,14908,1,Y,是,13,3,3,80,1,1,3,2,1,0,1,0
27,否,偶尔出差,511,Sales,2,2,Medical,1,1898,1,女,89,4,2,Sales Executive,3,单身,6500,26997,0,Y,否,14,3,2,80,0,9,5,2,8,7,0,7
48,否,经常出差,117,Research & Development,22,3,Medical,1,1900,4,女,58,3,4,Manager,4,离异,17174,2437,3,Y,否,11,3,2,80,1,24,3,3,22,17,4,7
44,否,偶尔出差,170,Research & Development,1,4,Life Sciences,1,1903,2,男,78,4,2,Healthcare Representative,1,已婚,5033,9364,2,Y,否,15,3,4,80,1,10,5,3,2,0,2,2
34,是,不出差,967,Research & Development,16,4,Technical Degree,1,1905,4,男,85,1,1,Research Scientist,1,已婚,2307,14460,1,Y,是,23,4,2,80,1,5,2,3,5,2,3,0
56,是,偶尔出差,1162,Research & Development,24,2,Life Sciences,1,1907,1,男,97,3,1,Laboratory Technician,4,单身,2587,10261,1,Y,否,16,3,4,80,0,5,3,3,4,2,1,0
36,否,偶尔出差,335,Sales,17,2,Marketing,1,1908,3,男,33,2,2,Sales Executive,2,已婚,5507,16822,2,Y,否,16,3,3,80,2,12,1,1,4,2,1,3
41,否,偶尔出差,337,Sales,8,3,Marketing,1,1909,3,女,54,3,2,Sales Executive,2,已婚,4393,26841,5,Y,否,21,4,3,80,1,14,3,3,5,4,1,4
42,否,偶尔出差,1396,Research & Development,6,3,Medical,1,1911,3,男,83,3,3,Research Director,1,已婚,13348,14842,9,Y,否,13,3,2,80,1,18,3,4,13,7,5,7
31,否,偶尔出差,1079,Sales,10,2,Medical,1,1912,3,女,86,3,2,Sales Executive,4,离异,6583,20115,2,Y,是,11,3,4,80,1,8,2,3,5,2,1,4
34,否,偶尔出差,735,Sales,3,1,Medical,1,1915,4,女,75,2,2,Sales Executive,4,已婚,8103,16495,3,Y,是,12,3,3,80,0,9,3,2,4,2,0,1
31,否,偶尔出差,471,Research & Development,4,3,Medical,1,1916,1,女,62,4,1,Laboratory Technician,3,离异,3978,16031,8,Y,否,12,3,2,80,1,4,0,2,2,2,2,2
26,否,经常出差,1096,Research & Development,6,3,Other,1,1918,3,男,61,4,1,Laboratory Technician,4,已婚,2544,7102,0,Y,否,18,3,1,80,1,8,3,3,7,7,7,7
45,否,经常出差,1297,Research & Development,1,4,Medical,1,1922,2,男,44,3,2,Healthcare Representative,3,单身,5399,14511,4,Y,否,12,3,3,80,0,12,3,3,4,2,0,3
33,否,偶尔出差,217,Sales,10,4,Marketing,1,1924,2,男,43,3,2,Sales Executive,3,单身,5487,10410,1,Y,否,14,3,2,80,0,10,2,2,10,4,0,9
28,否,经常出差,783,Sales,1,2,Life Sciences,1,1927,3,男,42,2,2,Sales Executive,4,已婚,6834,19255,1,Y,是,12,3,3,80,1,7,2,3,7,7,0,7
29,是,经常出差,746,Sales,24,3,Technical Degree,1,1928,3,男,45,4,1,Sales Representative,1,单身,1091,10642,1,Y,否,17,3,4,80,0,1,3,3,1,0,0,0
39,否,不出差,1251,Sales,21,4,Life Sciences,1,1929,1,女,32,1,2,Sales Executive,3,已婚,5736,3987,6,Y,否,19,3,3,80,1,10,1,3,3,2,1,2
27,否,偶尔出差,1354,Research & Development,2,4,Technical Degree,1,1931,2,男,41,3,1,Research Scientist,2,已婚,2226,6073,1,Y,否,11,3,3,80,1,6,3,2,5,3,1,2
34,否,经常出差,735,Research & Development,22,4,Other,1,1932,3,男,86,2,2,Research Scientist,4,已婚,5747,26496,1,Y,是,15,3,2,80,0,16,3,3,15,10,6,11
28,是,偶尔出差,1475,Sales,13,2,Marketing,1,1933,4,女,84,3,2,Sales Executive,3,单身,9854,23352,3,Y,是,11,3,4,80,0,6,0,3,2,0,2,2
47,否,不出差,1169,Research & Development,14,4,Technical Degree,1,1934,3,男,64,3,2,Research Scientist,2,已婚,5467,2125,8,Y,否,18,3,3,80,1,16,4,4,8,7,1,7
56,否,偶尔出差,1443,Sales,11,5,Marketing,1,1935,4,女,89,2,2,Sales Executive,1,已婚,5380,20328,4,Y,否,16,3,3,80,1,6,3,3,0,0,0,0
39,否,偶尔出差,867,Research & Development,9,2,Medical,1,1936,1,男,87,3,2,Manufacturing Director,1,已婚,5151,12315,1,Y,否,25,4,4,80,1,10,3,3,10,0,7,9
38,否,经常出差,1394,Research & Development,8,3,Medical,1,1937,4,女,58,2,2,Research Scientist,2,离异,2133,18115,1,Y,是,16,3,3,80,1,20,3,3,20,11,0,7
58,否,偶尔出差,605,Sales,21,3,Life Sciences,1,1938,4,女,72,3,4,Manager,4,已婚,17875,11761,4,Y,是,13,3,3,80,1,29,2,2,1,0,0,0
32,是,经常出差,238,Research & Development,5,2,Life Sciences,1,1939,1,女,47,4,1,Research Scientist,3,单身,2432,15318,3,Y,是,14,3,1,80,0,8,2,3,4,1,0,3
38,否,偶尔出差,1206,Research & Development,9,2,Life Sciences,1,1940,2,男,71,3,1,Research Scientist,4,离异,4771,14293,2,Y,否,19,3,4,80,2,10,0,4,5,2,0,3
49,否,经常出差,1064,Research & Development,2,1,Life Sciences,1,1941,2,男,42,3,5,Research Director,4,已婚,19161,13738,3,Y,否,15,3,4,80,0,28,3,3,5,4,4,3
42,否,偶尔出差,419,Sales,12,4,Marketing,1,1943,2,男,77,3,2,Sales Executive,4,离异,5087,2900,3,Y,是,12,3,3,80,2,14,4,3,0,0,0,0
27,是,经常出差,1337,Human Resources,22,3,Human Resources,1,1944,1,女,58,2,1,Human Resources,2,已婚,2863,19555,1,Y,否,12,3,1,80,0,1,2,3,1,0,0,0
35,否,偶尔出差,682,Sales,18,4,Medical,1,1945,2,男,71,3,2,Sales Executive,1,已婚,5561,15975,0,Y,否,16,3,4,80,1,6,2,1,5,3,0,4
28,否,不出差,1103,Research & Development,16,3,Medical,1,1947,3,男,49,3,1,Research Scientist,3,单身,2144,2122,1,Y,否,14,3,3,80,0,5,3,2,5,3,1,4
31,否,不出差,976,Research & Development,3,2,Medical,1,1948,3,男,48,3,1,Research Scientist,1,离异,3065,3995,1,Y,是,13,3,4,80,1,4,3,4,4,2,2,3
36,否,不出差,1351,Research & Development,9,4,Life Sciences,1,1949,1,男,66,4,1,Laboratory Technician,2,已婚,2810,9238,1,Y,否,22,4,2,80,0,5,3,3,5,4,0,2
34,否,偶尔出差,937,Sales,1,3,Marketing,1,1950,1,男,32,3,3,Sales Executive,4,单身,9888,6770,1,Y,否,21,4,1,80,0,14,3,2,14,8,2,1
34,否,偶尔出差,1239,Sales,13,4,Medical,1,1951,4,男,39,3,3,Sales Executive,3,离异,8628,22914,1,Y,否,18,3,3,80,1,9,2,2,8,7,1,1
26,否,偶尔出差,157,Research & Development,1,3,Medical,1,1952,3,男,95,3,1,Laboratory Technician,1,单身,2867,20006,0,Y,否,13,3,4,80,0,8,6,2,7,7,7,6
29,否,偶尔出差,136,Research & Development,1,3,Life Sciences,1,1954,1,男,89,3,2,Healthcare Representative,1,已婚,5373,6225,0,Y,否,12,3,1,80,1,6,5,2,5,3,0,2
32,否,不出差,1146,Research & Development,15,4,Medical,1,1955,3,女,34,3,2,Healthcare Representative,4,离异,6667,16542,5,Y,否,18,3,2,80,1,9,6,3,5,1,1,2
31,否,经常出差,1125,Research & Development,1,3,Life Sciences,1,1956,4,男,48,1,2,Research Scientist,1,已婚,5003,5771,1,Y,否,21,4,2,80,0,10,6,3,10,8,8,7
28,是,偶尔出差,1404,Research & Development,17,3,Technical Degree,1,1960,3,男,32,2,1,Laboratory Technician,4,离异,2367,18779,5,Y,否,12,3,1,80,1,6,2,2,4,1,0,3
38,否,偶尔出差,1404,Sales,1,3,Life Sciences,1,1961,1,男,59,2,1,Sales Representative,1,单身,2858,11473,4,Y,否,14,3,1,80,0,20,3,2,1,0,0,0
35,否,偶尔出差,1224,Sales,7,4,Life Sciences,1,1962,3,女,55,3,2,Sales Executive,4,已婚,5204,13586,1,Y,是,11,3,4,80,0,10,2,3,10,8,0,9
27,否,偶尔出差,954,Sales,9,3,Marketing,1,1965,4,男,44,3,2,Sales Executive,4,单身,4105,5099,1,Y,否,14,3,1,80,0,7,5,3,7,7,0,7
32,否,偶尔出差,1373,Research & Development,5,4,Life Sciences,1,1966,4,男,56,2,2,Manufacturing Director,4,单身,9679,10138,8,Y,否,24,4,2,80,0,8,1,3,1,0,0,0
31,是,经常出差,754,Sales,26,4,Marketing,1,1967,1,男,63,3,2,Sales Executive,4,已婚,5617,21075,1,Y,是,11,3,3,80,0,10,4,3,10,7,0,8
53,是,偶尔出差,1168,Sales,24,4,Life Sciences,1,1968,1,男,66,3,3,Sales Executive,1,单身,10448,5843,6,Y,是,13,3,2,80,0,15,2,2,2,2,2,2
54,否,偶尔出差,155,Research & Development,9,2,Life Sciences,1,1969,1,女,67,3,2,Research Scientist,3,已婚,2897,22474,3,Y,否,11,3,3,80,2,9,6,2,4,3,2,3
33,否,经常出差,1303,Research & Development,7,2,Life Sciences,1,1970,4,男,36,3,2,Healthcare Representative,3,离异,5968,18079,1,Y,否,20,4,3,80,3,9,2,3,9,7,2,8
43,否,偶尔出差,574,Research & Development,11,3,Life Sciences,1,1971,1,男,30,3,3,Healthcare Representative,3,已婚,7510,16873,1,Y,否,17,3,2,80,1,10,1,3,10,9,0,9
38,否,经常出差,1444,Human Resources,1,4,Other,1,1972,4,男,88,3,1,Human Resources,2,已婚,2991,5224,0,Y,是,11,3,2,80,1,7,2,3,6,2,1,2
55,否,偶尔出差,189,Human Resources,26,4,Human Resources,1,1973,3,男,71,4,5,Manager,2,已婚,19636,25811,4,Y,是,18,3,1,80,1,35,0,3,10,9,1,4
31,否,偶尔出差,1276,Research & Development,2,1,Medical,1,1974,4,女,59,1,1,Laboratory Technician,4,离异,1129,17536,1,Y,是,11,3,3,80,3,1,4,3,1,0,0,0
39,否,偶尔出差,119,Sales,15,4,Marketing,1,1975,2,男,77,3,4,Sales Executive,1,单身,13341,25098,0,Y,否,12,3,1,80,0,21,3,3,20,8,11,10
42,否,不出差,335,Research & Development,23,2,Life Sciences,1,1976,4,男,37,2,2,Research Scientist,3,单身,4332,14811,1,Y,否,12,3,4,80,0,20,2,3,20,9,3,7
31,否,不出差,697,Research & Development,10,3,Medical,1,1979,3,女,40,3,3,Research Director,3,已婚,11031,26862,4,Y,否,20,4,3,80,1,13,2,4,11,7,4,8
54,否,偶尔出差,157,Research & Development,10,3,Medical,1,1980,3,女,77,3,2,Manufacturing Director,1,单身,4440,25198,6,Y,是,19,3,4,80,0,9,3,3,5,2,1,4
